X,Y,ID_1,
-11343619.3666988,3974407.95217238,96
-11343619.1121642,3974408.10836404,97
-11343618.9415104,3974408.22406156,98
-11343618.8547372,3974408.31661958,99
-11343618.7853187,3974408.35422127,100
-11343618.6898683,3974408.42363979,101
-11343618.516322,3974408.53355243,102
-11343618.3890547,3974408.60875582,103
-11343618.3196362,3974408.66660459,104
-11343618.1692294,3974408.75337773,105
-11343617.9783285,3974408.86618281,106
-11343617.8337066,3974408.87775256,107
-11343617.7527183,3974408.92403157,108
-11343617.6572679,3974408.96741814,109
-11343617.5531401,3974409.0860081,110
-11343617.3362072,3974409.21616782,111
-11343618.820028,3974406.93114175,112
-11343618.6667288,3974406.99766782,113
-11343618.5134295,3974407.11336535,114
-11343618.4064093,3974407.15096704,115
-11343618.2241857,3974407.22327799,116
-11343618.0622092,3974407.35633014,117
-11343617.7237939,3974407.58772519,118
-11343617.5155384,3974407.65425126,119
-11343617.4171955,3974407.71210002,120
-11343617.2147248,3974407.83647486,121
-11343617.0961349,3974407.91746313,122
-11343616.8416003,3974408.00712871,123
-11343616.7692894,3974408.06497747,124
-11343616.3296388,3974408.32529689,125
-11343615.8842033,3974408.56826169,126
-11343615.3953813,3974408.84593575,127
-11343615.2796838,3974408.96163327,128
-11343614.9557307,3974409.14385687,129
-11343614.660702,3974409.34632753,130
-11343614.4061675,3974409.46491749,131
-11343614.125601,3974409.61532427,132
-11343613.9028833,3974409.78308568,133
-11343618.1779067,3974405.88697161,134
-11343617.9783285,3974405.97663719,135
-11343617.6601603,3974406.14729103,136
-11343617.4923989,3974406.25720368,137
-11343617.3217451,3974406.35554657,138
-11343617.0353937,3974406.53777017,139
-11343616.3643481,3974406.92535687,140
-11343615.5544654,3974407.37368477,141
-11343615.2391896,3974407.57037056,142
-11343614.8689576,3974407.76705635,143
-11343614.2036968,3974408.18356743,144
-11343613.3128259,3974408.68974409,145
-11343613.1913435,3974408.75337773,146
-11343613.1074628,3974408.83725843,147
-11343612.6620273,3974409.11204005,148
-11343612.4595567,3974409.21038294,149
-11343612.375676,3974409.27980145,150
-11343612.2165919,3974409.37235947,151
